,Unnamed: 0,Arquivo,Polaridade,OBJ/SUBJ,43,objetiva,FRASE
90,90,0_379753.txt,1,subjetiva,,,computador si bom roda rápido inclusive jogos executa todas tarefas travar memória number gigabytes permite rodar exemplar tranquilo problema assistência hp precisei dois problemas prosaicos teclado reconhecido deixava máquina optimizar som saía fones ouvido alto falantes embutidos tempo dois casos hp mandou apagar drivers atualizar bios faria perder absolutamente tudo instalado arquivos transferido questionados resolveria problemas consultores respondem bem resolver máquina deve encaminhada assistência fim bastava trocar desenvolvedora prece parte or fio teclado ajustar saída som skype conclusão ia perder tudo memória duas vezes nada
91,91,0_382292.txt,-1,subjetiva,,,arrependimento matasse morta lindo configuração boa uso doméstico problemas primeiros meses vencida garantia number ano passadas umas semanas computador simplesmente pifou menos number semestre virou enfeite mesa porque funciona autorizada levei outra vez fechou
92,92,0_383222.txt,-1,subjetiva,,,number pois perde design concorrente imac
93,93,0_388089.txt,1,subjetiva,,,ótimo produto necessita aquisição memória parte ótimo equipamento
94,94,0_392344.txt,-1,subjetiva,,,comprei camera digital fuji s4500 submarino number previsão entrega dada site efetuar compra number dias acompanhar pedido site após pagamento boleto bancário previsão estendeu number dias vai aviso queira adquirir produto chegue antes natal compre submarino confiem previsão dada pois venderem fazem tudo agora entregarem somente jegue submarino nodo
95,95,0_39425.txt,-1,subjetiva,,,excelente piam péssimo telefone pensa unir gerenciador informações pessoais celular mau desempenho celular compensa
96,96,0_39574.txt,0,objetiva,,,acredito último telefone linha possui cartão memória
97,97,0_39822.txt,1,subjetiva,,,boom excelente kkk karalho karalho karalho karalho karalho kkk karalho karalho karalho karalho karalho karalho karalho karalho karalho karalho karalho karalho karalho karalho karalho
98,98,0_40108.txt,1,subjetiva,,,decidi produto satisfeita funcionalidades passei comparar preço lojas recebi casa produto encantou ainda compacto imaginava botões imagens realmente intuitivos manual tão completo preciso conter vontade partir logo utilização
99,99,0_40322.txt,1,subjetiva,,,produto bom falta assistência técnica séria região
100,100,0_403368.txt,1,subjetiva,,,maravilhoso
101,101,0_403495.txt,1,subjetiva,,,experienciaalguma amigo amei pedi emprestado dia sonho
102,102,0_404246.txt,0,objetiva,,,avaliando possibilidade compra galaxy note ii number comprando outros modelos aluem amigos possuem satisfeitos tablet
103,103,0_404273.txt,1,subjetiva,,,louco ipad gostaria apesar recomendo sim produto lindo chique prático incrível quero ipad number
104,104,0_405159.txt,1,subjetiva,,,prático design clean hardware altíssima qualidade
105,105,0_405256.txt,1,subjetiva,,,bom baixo custo bastante formulas
106,106,0_405432.txt,-1,subjetiva,,,aparelho acaba bateria rápido acesso ferramentas aparelho confuso nada apaga tela habilitado durar tempo acesso desbloquear teclado péssimo
107,107,0_405735.txt,1,subjetiva,,,ainda amigos comprara então comecei mexer adorei
108,108,0_405958.txt,1,subjetiva,,,excelente última geração
109,109,0_406239.txt,0,objetiva,,,quebrou menos number meses uso
110,110,0_407640.txt,1,subjetiva,,,tablet sansung p5110 bom un designe lindo super fino bem leve resposta boa paginas correm bem travar preço ainda pouco salgado vale pena opinião melhor tablet apple
111,111,0_407715.txt,1,subjetiva,,,excelente equipamento veio versão tela menor porem recursos fazem valer nome galaxy comprarei recomendo
112,112,0_40804.txt,1,subjetiva,,,mau it lindo chegando junto concorrente lg kb775f scarlet phone samsung sghv805 sghi6210 v820l dispõem tecnologia televisão digital celular
113,113,0_412397.txt,-1,subjetiva,,,olá colegas quero deixar aqui indignação empresa dl comprei tablet mesma apresentou defeito tela entrei contato sac orientado enviar produto fabrica passados number dias ligam dizendo pagar reparo valor number number detalhe ligaram após cobrança parte sobre situação produto agora pergunto comprei produto novo garantia porque pagar dl alega quebrei aparelho infelizmente antes comprar visitei site empresa confesso senti seguro quanto compra hoje visitando sites rastreamento brasileiro lendo depoimentos pessoas lesadas dl percebo besteira fiz colegas recomendo compra produtos dessa empresa acredite precisar assistência estará sozinho
114,114,0_412857.txt,-1,subjetiva,,,digamos tab essencial navegação internet rodar alguns aplicativos educação it ar documentos ver filmes tamanho tela bom visão ampla apo és ar pesado deixar mao pouco cansativa preço elevado concorrente desempenho ate melhores
115,115,0_413911.txt,-1,subjetiva,,,aluno comprou computador allin one hp reclama demais velocidade abre alguns programas convencionais sob plataforma windows number precisava aumentar velocidade processador memórias sdram nando flash
116,116,0_416243.txt,1,subjetiva,,,aparência características parece bom produto grande utilidade ocupa pouco espaço designer atraente porém veio alguns problemas bom ver tipo problema tento todo apoio assistência funcionou fica atualizando constantemente fazendo vários ajustes oferecidos técnicos hp outros entendem melhor sempre volta ficar atualizando vezes demora horas detalhe quase todo dia dias toda vez ligo vou desligar espera restante funcionou bem dizer verdade fiquei satisfeito atendimento hp pacientes educados melhor realmente disposto ajudar retornam ligações fazem boa pesquisa campo fornecem instruções detalhadas
117,117,0_420494.txt,-1,subjetiva,,,produto regular fica lente constantemente trava utilizado tecla virtual
118,118,0_422280.txt,-1,subjetiva,,,comprei dois tablets multilaser linha diamond number number outro linha vibe dia number number dei filha sobrinha duas carregam bateria funciona fone tablets recém adquiridos situação lojas compramos lá dizem entrar neste site maiores informações posso levar qualquer lugar arrumar alem destas duas crianças amiguinha comprou igual problema posso garantir dois aparelhos perfeito estado devido cuidados mesmos pergunto faço responsabiliza aguardo retorno urgente
119,119,0_43015.txt,1,subjetiva,,,produto satisfatório bom custo benefício
120,120,0_43138.txt,1,subjetiva,,,excelente
121,121,0_431873.txt,1,subjetiva,,,produto custo beneficio excelente so navegar pequenos trabalhos
122,122,0_434080.txt,-1,subjetiva,,,comprei tv60lg modelo ls5700 menos number dias apresentou problemas aparece imagem somente som produto tão caro alta tecnologia qualidade duvidosa menos mal fabrica prontificou efetuou troca aparelho prazo number dias uteis porque dependesse loja walmart ainda estaria mesma televisão enviado assistência técnica recomendo modelo
123,123,0_434338.txt,1,subjetiva,,,televisão dessa marca satisfeita
124,124,0_437986.txt,-1,subjetiva,,,imagem excelente consumo baixo varias entradas hdmi smart faz passar raiva uso falha conexão roteador dig it ar controle insuportável aceita mouse telhado original falta memoria
125,125,0_438370.txt,1,subjetiva,,,televisor bonito preço paguei excelente funcionalidades ótimo custobenefício atendeu bem necessidades substituiu forma avassaladora antiga televisão tubo principais conexões atuais pior ponto negativo qualidade som horrível início achei difícil acostumei ainda assim realmente desastroso poderia executar vídeos direto pen drive assim porta usb melhor aproveitada arrependi compra boa opção exigente quer gastar
126,126,0_441463.txt,-1,subjetiva,,,pior televisão number dias placa controle remoto estragou ficou number dias autorizada som baixo
127,127,0_441915.txt,-1,subjetiva,,,televisão completa dentro padrão básico quer televisão grande muitas funções pior ponto negativo som pois preço deveria ótima qualidade escuta corretamente graves agudos pois potência péssima chegando parecer problema própria televisão
128,128,0_44323.txt,1,subjetiva,,,excelente produto menu simples bons recursos aparelho visor bom
129,129,0_44372.txt,1,subjetiva,,,produto muita tecnologia qualidade pratico poise fácil uso alem toda tradição confiança sony ericsson
130,130,0_452214.txt,0,objetiva,,,aí
131,131,0_452576.txt,-1,subjetiva,,,televisão bonita deixa desejar qualidade som som fundamental televisão outra samsung dá comparar qualidade samsung infinitamente superior
132,132,0_46147.txt,1,subjetiva,,,bom fácil manuseio
133,133,0_46177.txt,-1,subjetiva,,,lixo ruim pegar sinal tela horrível câmera pior chinelo
134,134,0_4881.txt,1,subjetiva,,,televisão imagem som ótima qualidade tela plana number polegadas som estéreo opções sap fácil instalação uso controle remoto simples garantia toshiba
135,135,0_59131.txt,1,subjetiva,,,escolhi produto considerei apenas preço acessível porém receber produto certeza além preço haviam vantagens escolhido produto qualidade
136,136,0_59255.txt,1,subjetiva,,,recomendo quer produto simples eficiente
137,137,0_6057.txt,1,subjetiva,,,máquina tudo precisava além fácil usar qualidade fotos vídeos ótimas
138,138,0_61894.txt,1,subjetiva,,,excelente fácil manejar principalmente principiante gostei satisfeito aquisição
139,139,0_62087.txt,1,subjetiva,,,excelente imagem desempenho ótimo design linda
140,140,0_64202.txt,1,subjetiva,,,custo benefício ótimo
141,141,0_64461.txt,1,subjetiva,,,produto bom
142,142,0_66739.txt,1,subjetiva,,,computador bom afazeres diários deixa desejar jogos
143,143,0_66893.txt,1,subjetiva,,,faz pouco tempo computador positivo apesar esquentar pouco achei ótimo
144,144,0_69085.txt,1,subjetiva,,,positiva
145,145,0_69202.txt,1,subjetiva,,,apresentação qualidade fotos vídeos excelentes preço comparado produtos similares deveria acompanhar cartão memória equipamentos virou tripé fixação altura number trancou objetiva tendo levada assistência técnica pois dava mensagem erro tentar ligar
146,146,0_70173.txt,1,subjetiva,,,ótimo funcionamento
147,147,0_70241.txt,0,objetiva,,,comprando outro filho
148,148,0_7236.txt,1,subjetiva,,,nokia fun camera abc és apaixonouse ótima resolução alem flash celulares camera integrada flash toques polifônicos bom volume viva voz alem pesado arrependo telo comprado
149,149,0_7248.txt,1,subjetiva,,,excelente recursos jamais vistos juntos único celular câmera digital number mega pixels filmadora digital rádio fm gravador mp3 etc
150,150,0_7813.txt,1,subjetiva,,,pesquise bastante achei produto melhor custo beneficio pois controle remoto simplificado conectores principais aparelhos dvd vídeo fácil instalação boa imagem opcionais relógio agenda telefônica
151,151,0_78167.txt,1,subjetiva,,,produto preço excelente boa qualidade
152,152,0_78324.txt,1,subjetiva,,,gostei desta maquina custo benefício
153,153,0_83463.txt,-1,subjetiva,,,fabrica reduzir custos imagino baixou qualidade cadernos instruções remetendo apenas caderno simplificado considerando custo bom en elicio ainda assim acho equiparam deveria esperado pouco adquirir televisão lcd
154,154,0_83833.txt,-1,subjetiva,,,preço alto retorno esperado
155,155,0_84447.txt,1,subjetiva,,,produto extremamente saudável computador baixo custo excelente atividades empresariais requerem menor consumo processamento
156,156,0_85460.txt,1,subjetiva,,,computador quer tunar frente atende dia anidra fraco gamer falta placa video atender básico
157,157,0_86067.txt,-1,subjetiva,,,recomendo quer portabilidade menino desempenho
158,158,0_86314.txt,1,subjetiva,,,produto atende modo bastante completo expectativa relação satisfeito aquisição
159,159,0_87077.txt,1,subjetiva,,,ótima televisão lcd relação custo beneficio
160,160,0_87192.txt,-1,subjetiva,,,poucas palavras botão sintonizar ousaria maciel
161,161,0_87348.txt,1,subjetiva,,,apple bela nome excelente computador design maravilhoso sistema operacional super leve primeira vez utilizo sistema mac quero saber outro sistema operacional
162,162,0_87870.txt,1,subjetiva,,,produto bom atende expectativas estuda trabalha precisa net estar conectado
163,163,0_88420.txt,-1,subjetiva,,,bom caro
164,164,0_88598.txt,0,objetiva,,,nada declarar
165,165,0_95130.txt,1,subjetiva,,,maravilhoso antro esperado
166,166,0_95240.txt,1,subjetiva,,,maravilhoso configuração penetrada jeito gente precisa
167,167,0_9974.txt,1,subjetiva,,,bom produto apesar apesar lentidão iniciar alguns aplicativos design interessante bateria dura bastante
168,168,1_105475.txt,1,subjetiva,,,parece maquina interessante preço ainda salgado vou aguardar pouco comprar
169,169,1_107199.txt,-1,subjetiva,,,deixou desejar
170,170,1_149561.txt,1,subjetiva,,,produto excelente qualidade fácil manuseio
171,171,1_149843.txt,1,subjetiva,,,câmera bonita tecnologia touch screen leve pequena porém imagem sai boa tirada claridade lente estar bem direcionada focada haver sombra estragar foto fica escura manchada laterais imagem quer câmera barata boa bateria ótima imagem deixa desejar dia escuro flash cumpre todos requisitos
172,172,1_152180.txt,-1,subjetiva,,,negativa conector vga somente number
173,173,1_153631.txt,-1,subjetiva,,,péssimo produto assistência técnica sabe resolver disseram problemas próprio aparelho
174,174,1_158870.txt,1,subjetiva,,,ótimo produto camera digital recomendo
175,175,1_160932.txt,1,subjetiva,,,gostei loja poderia opções cores produto
176,176,1_177362.txt,0,objetiva,,,levem consideração atendimento consumidor hora escolha comprei netbook philco nova number dois meses apresentou mau contato carregador levei assistência técnica devolveu number dias placamãe trocada defeito deixei novamente assistência number dias constatei casa placa vídeo configurada wifi funcionava assistência devolveu novos defeitos deixei novamente conserto dia number fevereiro entrei contato philco protocolos number number fevereiro number number fevereiro passados number 0d recebi nenhum retorno assistência philco solicitei reembolso dinheiro number março dia number liguei pedir posição philco disse posição final devolverá dinheiro ilegal precisando acionar procon justiça
177,177,1_193469.txt,-1,subjetiva,,,dúvidas quanto marca aparelho som exemplo baixo
178,178,1_293032.txt,-1,subjetiva,,,ano number vezes assistência técnica trocar placa mãe number vezes agora acabou garantia problemas continuam agora virar fazêlo funcionar doente sendo remediado esperando hora sobre experiência marca dizer quero passar longe compras futuras pois problema empurrado barriga abacaxi acabasse vez mãos senti respeitado consumidor
179,179,1_301639.txt,1,subjetiva,,,melhorando placa video ficaria maravilhoso trabalhos desenho gráfico cartográfico
180,180,1_308880.txt,1,subjetiva,,,bom produto
181,181,1_334784.txt,-1,subjetiva,,,geral tablet fica abaixo esperado porque bom hardware sofre lentidão resposta câmera ruim bateria mediana salva grande variedade aplicativos sistema android liberdade manipular arquivos computador tablet
182,182,1_335685.txt,1,subjetiva,,,excelente produto manter pessoa conectada mundo internet
183,183,1_338477.txt,1,subjetiva,,,ótimo aparelho quer custo beneficio
184,184,1_338983.txt,-1,subjetiva,,,custo beneficio razoável tablets recursos mesma faixa preço
185,185,1_355682.txt,1,subjetiva,,,apesar alto valor configuração excelente
186,186,1_35681.txt,1,subjetiva,,,primeiro note ai aprove it preço passe carnaval maquina nova
187,187,1_38121.txt,-1,subjetiva,,,exatamente number meses uso equipamento apresentou defeito enviado autorizada autorizada falou placa mãe deveria substituída demoraria number number dias envio peça tempo troca placa resultado preciso computador trabalhar provavelmente vou ficar number mês comprei ponto frio ar number number
188,188,1_64179.txt,1,subjetiva,,,produto muita qualidade marca confiável duração bateria ótima capaz ficar number dias mesma carga adorei aparelho recomendo
189,189,1_64761.txt,0,objetiva,,,após number dias uso começou travar ligar apresentando logo samsung tirar bateria religar
190,190,1_69675.txt,1,subjetiva,,,perfeita todos quesitos ótima aquisição consegui ótimo preço garantia fast shop
191,191,1_71271.txt,1,subjetiva,,,assistir filmes full ótima imagem jogar video game então fala
192,192,1_86741.txt,1,subjetiva,,,custo beneficio bom
193,193,2_10576.txt,1,subjetiva,,,preço mercado vale pena comprar câmera satisfez todas expectativas compara outras câmeras number megapixels caras
194,194,2_20309.txt,-1,subjetiva,,,engodo completo câmera number megapixels imagens ruins imagens definição bem inferior câmera number megapixels muitas funções nada adiantam trocarei outra
195,195,2_248260.txt,1,subjetiva,,,produto bom dói pagar preço cobrado
196,196,2_328886.txt,-1,subjetiva,,,computador ultrapassado pesado lento
197,197,2_342117.txt,1,subjetiva,,,comprei esperando chegar gosto produtos samsung pois confiáveis bonitos tecnologia ponta pensava adquirir câmera nova ainda encontrado atendesse requisito conectividade internet televisão smartphone possuo galaxy siai então pesquisando buscarei encontrei opção preço interessante proporciona
198,198,2_363792.txt,0,objetiva,,,dirigida usuários nível avançado pretendem assumir controles exposição nikon p510 traz sofisticada automação preferem preocuparse apenas clicar deixando todos ajustes conta câmera recursos estabilizador visor eletrônico díptera modos prioridades abertura velocidade foco manual atraentes atenção marcam presença maior parte câmeras deste tipo
199,199,2_38621.txt,1,subjetiva,,,produto muita qualidade eficiente
200,200,2_46369.txt,-1,subjetiva,,,esticasse travando apagando fotos excelente camera
